sleep_log_entry_id,day_of_week,wake_up_time,day,month,year,overall_score,revitalization_score,duration_sleep_hours,deep_sleep_in_minutes,resting_heart_rate,restlessness,deep_cycle_thirtyDayAvgMinutes,wake_cycle_thirtyDayAvgMinutes,light_cycle_thirtyDayAvgMinutes,rem_cycle_thirtyDayAvgMinutes,deep_cycle_count,wake_cycle_count,light_cycle_count,rem_cycle_count,deep_cycle_minutes,wake_cycle_minutes,light_cycle_minutes,rem_cycle_minutes,sleep_efficiency,total_calories_kcal,total_move_minutes,heart_points,heart_minutes,avg_heart_rate_bpm,step_count,sleep_deviation,sleep_score_ratio
43856642250,0,0 days 09:44:00,18,12,2023,81.0,81.0,7.8,122.0,64.0,0.092890995,101.0,54.0,230.0,95.0,5.0,27.0,28.0,11.0,123.0,68.0,255.0,90.0,87.31343283582089,2616.749645577664,22.0,104.0,66.5,71.36587908269631,2529.0,-0.20000000000000018,0.0962962962962963
43850311208,6,0 days 12:19:30,17,12,2023,89.0,89.0,9.717,150.0,65.0,0.071374906,96.0,52.0,223.0,92.0,8.0,43.0,38.0,14.0,150.0,82.0,301.0,132.0,87.66917293233082,2875.99205319861,89.0,19.0,19.0,72.05455177206393,7575.0,1.7170000000000005,0.10917977528089888
43835680872,5,0 days 06:22:00,16,12,2023,67.0,67.0,4.333,73.0,64.0,0.08492201,99.0,54.0,234.0,94.0,3.0,14.0,11.0,6.0,73.0,28.0,120.0,67.0,90.2777777777778,3815.118022309906,133.0,23.0,23.0,82.59659485753996,10503.0,-3.667,0.06467164179104477
43823373863,4,0 days 10:04:00,15,12,2023,82.0,82.0,7.967,117.0,67.0,0.1017415215398716,97.0,53.0,230.0,95.0,6.0,26.0,27.0,10.0,117.0,69.0,269.0,92.0,87.38574040219378,2979.5980915221867,74.0,15.0,15.0,73.05177206393329,6357.0,-0.03300000000000036,0.09715853658536584
43810651982,3,0 days 10:57:00,14,12,2023,74.0,74.0,7.85,103.0,65.0,0.1090225563909774,96.0,50.0,229.0,89.0,4.0,22.0,23.0,10.0,103.0,70.0,231.0,137.0,87.06099815157117,2693.623371789761,40.0,7.0,7.0,77.34607366226547,3873.0,-0.15000000000000036,0.10608108108108108
43805110242,2,0 days 12:44:30,13,12,2023,90.0,90.0,8.267,101.0,68.0,0.094850949,95.0,49.0,223.0,83.0,3.0,32.0,31.0,8.0,101.0,58.0,270.0,125.0,89.53068592057761,2909.33404415974,108.0,62.0,62.0,74.99027102154274,10488.0,0.26699999999999946,0.09185555555555555
43792305789,1,0 days 10:36:30,12,12,2023,84.0,84.0,7.65,130.0,70.0,0.088068182,88.0,45.0,224.0,77.0,5.0,32.0,27.0,15.0,130.0,69.0,218.0,111.0,86.93181818181817,2535.380185320671,35.0,6.0,6.0,74.70813064628214,3323.0,-0.34999999999999964,0.09107142857142858
43767336370,6,0 days 10:14:30,10,12,2023,66.0,66.0,6.25,74.0,69.0,0.081081081,91.0,43.0,218.0,82.0,3.0,27.0,26.0,8.0,74.0,53.0,245.0,56.0,87.61682242990653,2445.414854982406,86.0,31.0,31.0,85.42837273991655,8607.0,-1.75,0.0946969696969697
43758582185,5,0 days 08:57:30,9,12,2023,71.0,71.0,6.667,84.0,66.0,0.076490439,94.0,39.0,207.0,88.0,2.0,27.0,26.0,6.0,84.0,54.0,251.0,65.0,88.10572687224669,2674.585709967229,57.0,19.0,19.0,83.43606671299514,5798.0,-1.3330000000000002,0.09390140845070423
43745299172,4,0 days 09:44:00,8,12,2023,85.0,85.0,8.75,131.0,66.0,0.093344857,75.0,31.0,189.0,57.0,5.0,35.0,29.0,16.0,131.0,54.0,244.0,150.0,90.67357512953367,2575.6958654487667,58.0,18.0,18.0,77.04204308547602,5448.0,0.75,0.10294117647058823
43732035098,3,0 days 03:13:00,7,12,2023,60.0,64.0,3.167,60.0,65.0,0.047858942,90.0,36.0,273.0,89.0,3.0,9.0,10.0,2.0,60.0,26.0,105.0,25.0,87.96296296296296,3041.6803546652604,104.0,30.0,30.0,77.08095899930507,8969.0,-4.833,0.049484375
43723364452,2,0 days 09:10:30,6,12,2023,84.0,84.0,7.533,89.0,66.0,0.071721311,103.0,59.0,213.0,94.0,3.0,19.0,20.0,9.0,90.0,36.0,273.0,89.0,92.62295081967213,3816.0102085607177,229.0,203.0,134.0,77.70569840166783,15461.0,-0.46699999999999964,0.08967857142857143
43723364452,2,0 days 09:10:30,6,12,2023,84.0,84.0,7.533,89.0,66.0,0.071721311,97.7002451853702,53.82666666666667,209.88720192307687,88.95498545898545,3.0,19.0,20.0,9.0,90.0,36.0,273.0,89.0,92.62295081967213,3816.0102085607177,229.0,203.0,134.0,77.70569840166783,15461.0,-0.46699999999999964,0.08967857142857143
43711658796,1,0 days 10:10:30,5,12,2023,82.0,82.0,6.633,106.0,67.0,0.084745763,103.0,60.0,214.0,94.0,5.0,27.0,26.0,9.0,107.0,44.0,201.0,90.0,90.04524886877829,3080.11442896611,76.0,19.0,19.0,75.32383599722029,7050.0,-1.367,0.08089024390243903
43687844730,6,0 days 09:31:30,3,12,2023,76.0,76.0,6.183,107.0,67.0,0.1031286210892236,103.0,60.0,218.0,93.0,5.0,28.0,25.0,10.0,107.0,60.0,158.0,106.0,86.07888631090486,2333.4217477707925,21.0,130.5,25.135,72.27794871794872,2271.0,-1.8170000000000002,0.08135526315789474
43664267383,4,0 days 08:46:30,1,12,2023,82.0,82.0,8.317,113.0,66.0,0.1102497846683893,102.0,59.0,213.0,92.0,3.0,33.0,30.0,13.0,113.0,81.0,285.0,101.0,86.03448275862068,2781.0610367073064,139.0,50.0,50.0,74.40521978021978,12096.0,0.31700000000000017,0.10142682926829269
43640852606,2,0 days 10:05:30,29,11,2023,86.0,86.0,7.633,149.0,68.0,0.082778306,98.0,58.0,213.0,91.0,9.0,22.0,22.0,9.0,149.0,69.0,204.0,105.0,86.90702087286527,2846.1624252909423,62.0,14.0,14.0,79.49334377447141,5613.0,-0.367,0.08875581395348837
43629638006,1,0 days 06:08:30,28,11,2023,63.0,63.0,4.3,72.0,68.0,0.053540587,100.0,60.0,218.0,97.0,5.0,12.0,16.0,4.0,72.0,31.0,157.0,29.0,89.27335640138409,2837.8288966149453,62.0,19.0,19.0,76.32765809589993,5888.0,-3.7,0.06825396825396825
43606588981,6,0 days 10:50:30,26,11,2023,79.0,79.0,8.05,123.0,65.0,0.1375899280575539,98.0,59.0,215.0,96.0,7.0,35.0,32.0,16.0,123.0,74.0,249.0,111.0,86.71454219030521,2464.9280589839937,65.0,17.0,17.0,76.57465825446899,6190.0,0.05000000000000071,0.1018987341772152
43587140792,4,0 days 09:09:30,24,11,2023,71.0,71.0,5.567,62.0,66.0,0.074646075,102.0,60.0,217.0,98.0,2.0,19.0,17.0,9.0,62.0,54.0,201.0,71.0,86.08247422680412,2608.1155109801903,80.0,30.0,30.0,74.13060781476122,7231.0,-2.433,0.07840845070422535
43558486928,1,0 days 11:15:00,21,11,2023,88.0,88.0,8.033,109.0,67.0,0.099820144,101.0,58.0,214.0,94.0,3.0,32.0,32.0,11.0,109.0,77.0,242.0,131.0,86.22540250447227,2986.1144502518323,114.0,104.0,63.0,73.31205420827389,7648.0,0.032999999999999474,0.0912840909090909
43531039886,6,0 days 10:48:30,19,11,2023,84.0,84.0,7.133,132.0,69.0,0.099691675,97.0,57.0,214.0,95.0,4.0,17.0,17.0,9.0,132.0,59.0,210.0,86.0,87.88501026694045,2302.3614661703045,30.0,10.0,10.0,75.86702587324498,3170.0,-0.867,0.08491666666666667
43522525967,5,0 days 11:23:30,18,11,2023,63.0,63.0,6.5,97.0,66.0,0.1080213903743315,97.0,54.0,212.0,101.0,3.0,16.0,18.0,3.0,97.0,77.0,231.0,62.0,83.5117773019272,3047.655794034678,71.0,27.0,27.0,75.69135483932568,6527.0,-1.5,0.10317460317460317
43512040211,4,0 days 10:13:30,17,11,2023,80.0,80.0,7.75,103.0,67.0,0.085930123,96.0,52.0,201.0,101.0,3.0,29.0,26.0,11.0,103.0,65.0,263.0,99.0,87.73584905660378,2808.286844107864,40.0,17.0,15.0,75.88282356707288,3860.0,-0.25,0.096875
43426496026,4,0 days 08:43:30,10,11,2023,86.0,86.0,6.983,136.0,68.0,0.076335878,86.0,55.0,215.0,93.0,6.0,21.0,18.0,15.0,136.0,39.0,147.0,136.0,91.48471615720524,2320.091327575314,37.0,18.0,18.0,76.35004111664935,3710.0,-1.0170000000000003,0.08119767441860465
43415583516,3,0 days 09:30:00,9,11,2023,80.0,80.0,6.333,70.0,68.0,0.052694611,91.0,58.0,228.0,80.0,4.0,20.0,22.0,9.0,71.0,45.0,177.0,132.0,89.41176470588236,2660.3980269086646,71.0,24.0,24.0,76.60563253568395,6398.0,-1.6669999999999998,0.0791625
43399850086,2,0 days 08:33:30,8,11,2023,79.0,79.0,7.883,84.0,68.0,0.1017576318223866,94.0,54.0,201.0,67.0,5.0,32.0,28.0,13.0,85.0,67.0,282.0,106.0,87.5925925925926,2669.9143059706803,102.0,46.0,46.0,75.93315097089611,9484.0,-0.11699999999999999,0.09978481012658227
43386356969,1,0 days 08:30:00,7,11,2023,79.0,79.0,7.317,98.0,68.0,0.1116600790513833,89.0,37.0,146.0,47.0,5.0,26.0,30.0,11.0,98.0,71.0,255.0,86.0,86.07843137254902,3433.04028485434,157.0,191.0,110.0,79.8266609277602,7680.0,-0.6829999999999998,0.09262025316455696
43379265582,0,0 days 09:23:00,6,11,2023,69.0,69.0,4.7,88.0,68.0,0.09076175,96.0,51.0,206.0,83.0,2.0,20.0,15.0,8.0,89.0,37.0,146.0,47.0,88.40125391849529,2642.298389329812,57.0,25.0,25.0,76.83192834976995,5485.0,-3.3,0.06811594202898551
43379265582,0,0 days 09:23:00,6,11,2023,69.0,69.0,4.7,88.0,68.0,0.09076175,95.94236327561326,49.843333333333334,202.63798368298367,80.54486297036297,2.0,20.0,15.0,8.0,89.0,37.0,146.0,47.0,88.40125391849529,2642.298389329812,57.0,25.0,25.0,76.83192834976995,5485.0,-3.3,0.06811594202898551
43369074116,6,0 days 10:28:30,5,11,2023,72.0,72.0,7.20412929221242,59.0,68.0,0.075601375,95.82297005772007,50.156666666666666,205.0334642394641,84.41171262071262,4.1519272516699,28.276914751914738,24.048589077589078,10.482537412507224,103.91369387963637,59.603686581664576,204.85477840623426,95.50149749281796,86.5979381443299,2847.8606915644805,45.0,54.0,30.0,76.01689922642936,2316.0,-0.7958707077875826,0.08905569679146147
43347310349,4,0 days 10:14:30,3,11,2023,69.0,69.0,4.633,93.0,69.0,0.089644513,96.0,51.0,211.0,85.0,3.0,17.0,15.0,7.0,93.0,45.0,129.0,56.0,86.06811145510835,3720.265897679282,186.0,294.0,159.0,75.56219132625529,5542.0,-3.367,0.06714492753623189
43331736082,3,0 days 11:28:00,2,11,2023,81.0,81.0,9.083,147.0,67.0,0.1369975389663658,93.0,50.0,206.0,83.0,6.0,31.0,29.0,15.0,147.0,67.0,287.0,111.0,89.05228758169935,3048.9011382797657,79.0,16.0,16.0,75.84468408847498,7419.0,1.0830000000000002,0.1121358024691358
43240731000,2,0 days 09:27:30,25,10,2023,65.0,65.0,4.683,114.0,66.0,0.1026438569206843,92.0,51.0,212.0,85.0,3.0,17.0,17.0,3.0,114.0,40.0,113.0,54.0,87.53894080996885,2350.03011075767,44.0,21.0,21.0,75.17635136123687,4653.0,-3.317,0.07204615384615384
43229461577,1,0 days 09:57:00,24,10,2023,81.0,81.0,6.167,106.0,66.0,0.064476886,91.0,51.0,215.0,84.0,4.0,20.0,19.0,7.0,106.0,44.0,168.0,96.0,89.3719806763285,2661.7965823200443,48.0,20.0,20.0,75.09490604715769,4774.0,-1.8330000000000002,0.0761358024691358
43216838920,0,0 days 07:59:00,23,10,2023,82.0,82.0,7.217,122.0,67.0,0.083157895,88.0,51.0,214.0,85.0,5.0,18.0,17.0,6.0,123.0,47.0,235.0,75.0,90.20833333333331,2770.93285704921,106.0,168.0,93.0,77.46584786785154,3661.0,-0.7830000000000004,0.08801219512195121
43195639751,5,0 days 08:41:00,21,10,2023,74.0,74.0,5.233,58.0,69.0,0.090651558,91.0,52.0,215.0,87.0,3.0,22.0,22.0,6.0,59.0,43.0,197.0,58.0,87.95518207282913,2287.967631356559,29.0,3.0,3.0,77.60939616008463,2841.0,-2.7670000000000003,0.07071621621621621
43185412341,4,0 days 09:31:00,20,10,2023,83.0,83.0,6.9,84.0,67.0,0.068206821,91.0,53.0,215.0,85.0,3.0,22.0,20.0,8.0,85.0,43.0,212.0,117.0,90.59080962800876,2850.63987033153,78.0,24.0,24.0,76.31321334042451,7006.0,-1.0999999999999996,0.08313253012048193
43174290899,3,0 days 08:17:00,19,10,2023,71.0,71.0,5.05,70.0,69.0,0.062407132,93.0,54.0,218.0,89.0,4.0,15.0,16.0,4.0,70.0,46.0,186.0,47.0,86.81948424068769,2694.977034322016,122.0,37.0,37.0,76.88052136381431,11565.0,-2.95,0.07112676056338028
43160875290,2,0 days 09:02:30,18,10,2023,76.0,76.0,6.583,89.0,66.0,0.077702703,94.0,54.0,219.0,88.0,4.0,20.0,20.0,8.0,89.0,51.0,216.0,90.0,88.56502242152466,3250.2262195277044,156.0,57.0,57.0,75.89831482040114,14482.0,-1.4169999999999998,0.08661842105263158
43145767356,1,0 days 07:13:30,17,10,2023,72.0,72.0,5.867,61.0,65.0,0.088495575,98.0,55.0,219.0,91.0,3.0,20.0,17.0,10.0,62.0,43.0,220.0,70.0,89.1139240506329,2875.548193098311,89.0,27.0,27.0,77.74509810589096,7903.0,-2.133,0.0814861111111111
43125685882,6,0 days 09:01:30,15,10,2023,70.0,70.0,4.483,63.0,67.0,0.1008130081300813,103.0,58.0,228.0,95.0,3.0,16.0,17.0,5.0,63.0,38.0,149.0,57.0,87.62214983713355,2745.601288072705,55.0,5.0,5.0,75.92745701712505,5019.0,-3.5170000000000003,0.06404285714285714
43116836834,5,0 days 11:29:00,14,10,2023,85.0,85.0,7.133,99.0,67.0,0.073039742,103.0,61.0,228.0,95.0,5.0,29.0,30.0,10.0,99.0,41.0,233.0,96.0,91.25799573560768,2488.1373883766328,73.0,21.0,21.0,75.26899561294698,7102.0,-0.867,0.08391764705882353
43101816274,4,0 days 08:59:00,13,10,2023,89.0,89.0,8.533,142.0,67.0,0.090509666,95.0,61.0,225.0,88.0,4.0,30.0,24.0,13.0,143.0,57.0,239.0,130.0,89.98242530755711,2788.847732216392,119.0,166.0,92.0,75.69667859552723,4357.0,0.5329999999999995,0.09587640449438202
43081588570,2,0 days 08:45:30,11,10,2023,83.0,83.0,7.667,114.0,68.0,0.085470085,91.0,60.0,220.0,86.0,5.0,28.0,24.0,9.0,115.0,66.0,248.0,97.0,87.45247148288973,2436.676089711926,64.0,21.0,21.0,75.33882563381786,5641.0,-0.3330000000000002,0.09237349397590361
43068801581,1,0 days 08:40:30,10,10,2023,80.0,80.0,6.917,111.0,70.0,0.096807415,83.0,57.0,226.0,81.0,3.0,26.0,22.0,9.0,112.0,70.0,201.0,102.0,85.56701030927834,2293.787780490954,65.0,23.0,23.0,76.74571600643839,5540.0,-1.0830000000000002,0.0864625
43056975736,0,0 days 08:40:30,9,10,2023,79.0,79.0,7.783,131.0,68.0,0.1026827012025902,60.0,49.0,217.0,76.0,6.0,40.0,39.0,10.0,131.0,73.0,245.0,91.0,86.48148148148148,2715.0520671515296,96.0,40.0,40.0,76.79640966965303,8547.0,-0.21699999999999964,0.09851898734177215
43048240283,6,0 days 12:58:00,8,10,2023,56.0,56.0,3.917,44.0,67.0,0.077212806,62.0,26.0,139.0,107.0,2.0,15.0,16.0,3.0,45.0,34.0,150.0,40.0,87.36059479553904,2640.114608070912,14.0,2.0,2.0,82.89519625649895,1401.0,-4.083,0.06994642857142856
43035289890,5,0 days 08:30:00,7,10,2023,74.0,74.0,5.133,62.0,67.0,0.053435115,88.0,51.0,200.0,89.0,4.0,11.0,12.0,5.0,62.0,26.0,139.0,107.0,92.21556886227546,3807.6026242683006,173.0,173.0,104.0,78.50523525459292,9515.0,-2.867,0.06936486486486486
43035289890,5,0 days 08:30:00,7,10,2023,74.0,74.0,5.133,62.0,67.0,0.053435115,81.76446201021199,50.35,190.92761860824362,83.66943886668889,4.0,11.0,12.0,5.0,62.0,26.0,139.0,107.0,92.21556886227546,3807.6026242683006,173.0,173.0,104.0,78.50523525459292,9515.0,-2.867,0.06936486486486486
43019845220,4,0 days 08:29:00,6,10,2023,83.0,83.0,7.367,97.0,67.0,0.067971164,88.0,51.0,198.0,89.0,5.0,22.0,23.0,7.0,97.0,45.0,244.0,101.0,90.75975359342917,3543.369635099722,236.0,199.0,135.0,77.34712989973279,15473.0,-0.633,0.08875903614457831
43007507469,3,0 days 07:49:30,5,10,2023,93.0,93.0,8.267,143.0,70.0,0.05778192,86.0,51.0,197.0,87.0,6.0,34.0,34.0,10.0,144.0,46.0,227.0,125.0,91.5129151291513,3312.93369566146,173.0,74.0,74.0,77.33150722470495,12921.0,0.26699999999999946,0.08889247311827957
42995422765,2,0 days 10:21:30,4,10,2023,61.0,61.0,5.833,64.0,68.0,0.1283236994219653,86.0,50.0,197.0,87.0,2.0,20.0,23.0,7.0,64.0,82.0,194.0,92.0,81.01851851851852,2978.5663124292646,157.0,51.0,44.0,75.65192214470116,14347.0,-2.167,0.09562295081967213
42980860817,1,0 days 07:54:30,3,10,2023,82.0,82.0,7.167,89.0,68.0,0.090539166,86.0,49.0,196.0,86.0,6.0,18.0,20.0,8.0,89.0,64.0,222.0,119.0,87.04453441295547,3321.743702048447,196.0,150.0,98.0,78.47792441332916,12587.0,-0.8330000000000002,0.08740243902439024
42973635667,0,0 days 07:58:30,2,10,2023,86.0,86.0,7.267,117.0,69.0,0.067134269,85.0,48.0,196.0,84.0,3.0,28.0,20.0,10.0,117.0,64.0,193.0,126.0,87.2,3100.3348248089355,135.0,102.0,80.0,78.41303313773889,10839.0,-0.7329999999999997,0.0845
42962006884,6,0 days 07:45:00,1,10,2023,81.0,81.0,5.633,102.0,72.0,0.080536913,84.0,49.0,199.0,83.0,5.0,27.0,18.0,16.0,102.0,37.0,140.0,96.0,90.13333333333333,2881.113544264473,69.0,26.0,26.0,76.95825155722503,6004.0,-2.367,0.06954320987654321
42940835268,4,0 days 08:18:00,29,9,2023,58.0,58.0,4.0,30.0,71.0,0.0360531309297912,87.0,50.0,200.0,85.0,1.0,10.0,10.0,2.0,30.0,34.0,170.0,40.0,87.59124087591242,2773.375820768727,69.0,19.0,19.0,78.58344935942806,5999.0,-4.0,0.06896551724137931
42928521285,3,0 days 07:01:30,28,9,2023,64.0,64.0,4.2,60.0,68.0,0.073170732,88.0,50.0,204.0,86.0,3.0,12.0,9.0,5.0,60.0,38.0,121.0,71.0,86.89655172413792,3874.099659186793,303.0,199.0,126.0,77.74114752609111,19737.0,-3.8,0.065625
42916732695,2,0 days 06:53:30,27,9,2023,75.0,75.0,5.067,76.0,69.0,0.085672083,89.0,51.0,207.0,86.0,1.0,18.0,16.0,7.0,76.0,34.0,142.0,86.0,89.94082840236686,4325.655042610517,328.0,22.0,22.0,77.04715272902824,22744.0,-2.933,0.06756000000000001
42903557867,1,0 days 09:07:00,26,9,2023,81.0,81.0,7.05,105.0,69.0,0.1056563500533618,88.0,50.0,204.0,88.0,4.0,24.0,24.0,8.0,105.0,62.0,256.0,62.0,87.21649484536083,2824.027025037906,89.0,23.0,23.0,75.49709926750336,7691.0,-0.9500000000000002,0.08703703703703704
42895107004,0,0 days 08:43:00,25,9,2023,85.0,85.0,7.783,78.0,68.0,0.072492552,89.0,51.0,201.0,85.0,2.0,18.0,16.0,9.0,78.0,42.0,256.0,133.0,91.74852652259332,4317.920136658376,232.0,261.0,155.0,75.9469449947673,11944.0,-0.21699999999999964,0.09156470588235295
42881811496,6,0 days 10:18:30,24,9,2023,85.0,85.0,8.717,75.0,66.0,0.080380294,89.0,51.0,195.0,82.0,4.0,37.0,34.0,13.0,75.0,55.0,311.0,137.0,90.48442906574394,3839.048703828961,184.0,224.0,150.0,74.86612404116941,6484.0,0.7170000000000005,0.1025529411764706
42872178212,5,0 days 07:04:00,23,9,2023,71.0,71.0,4.7,86.0,67.0,0.085714286,90.0,52.0,198.0,84.0,2.0,24.0,21.0,8.0,87.0,38.0,147.0,48.0,88.125,2782.0566288577816,92.0,32.0,32.0,81.38799344318493,9779.0,-3.3,0.06619718309859156
42861177003,4,0 days 07:29:00,22,9,2023,64.0,64.0,4.917,39.0,65.0,0.1074020319303338,93.0,51.0,198.0,86.0,4.0,18.0,20.0,6.0,39.0,57.0,196.0,60.0,83.80681818181817,2932.032501657619,56.0,11.0,11.0,78.95341944146762,6248.0,-3.083,0.076828125
42851166549,3,0 days 07:50:30,21,9,2023,87.0,87.0,7.883,130.0,65.0,0.073543457,90.0,51.0,198.0,81.0,5.0,26.0,25.0,10.0,130.0,53.0,198.0,145.0,89.92395437262357,3498.4700596561347,197.0,225.0,134.0,77.1912947642916,10514.0,-0.11699999999999999,0.09060919540229885
42838676583,2,0 days 08:10:00,20,9,2023,81.0,81.0,6.5,74.0,65.0,0.08411215,92.0,51.0,198.0,78.0,3.0,19.0,15.0,6.0,74.0,49.0,196.0,120.0,88.8382687927107,3467.3357525049314,162.0,233.0,130.0,77.02536019090938,6990.0,-1.5,0.08024691358024691
42827713668,1,0 days 09:02:30,19,9,2023,80.0,80.0,7.833,134.0,65.0,0.070275404,88.0,50.0,192.0,78.0,4.0,29.0,28.0,6.0,134.0,60.0,261.0,75.0,88.67924528301887,3541.19054078779,182.0,201.0,121.0,76.3738612333482,9501.0,-0.16699999999999982,0.0979125
42813098543,0,0 days 07:34:00,18,9,2023,60.0,77.0,3.9,55.0,66.0,0.0432098765432098,91.0,52.0,202.0,78.0,2.0,12.0,9.0,5.0,55.0,30.0,96.0,83.0,88.63636363636364,3189.6649717419955,168.0,23.0,23.0,77.4646193220214,14289.0,-4.1,0.050649350649350645
42803401576,6,0 days 09:13:30,17,9,2023,76.0,76.0,6.367,92.0,64.0,0.075382803,91.0,53.0,202.0,76.0,4.0,19.0,21.0,8.0,92.0,44.0,196.0,94.0,89.67136150234741,3339.2672842610546,106.0,163.0,87.0,76.52195615930992,3299.0,-1.633,0.08377631578947368
42792360614,5,0 days 08:22:30,16,9,2023,72.0,72.0,6.067,91.0,64.0,0.098493627,91.0,52.0,203.0,76.0,4.0,29.0,28.0,6.0,92.0,67.0,200.0,72.0,84.45475638051045,2707.945624220176,29.0,9.0,9.0,79.46189466603357,3556.0,-1.9329999999999998,0.08426388888888889
42780875002,4,0 days 06:59:00,15,9,2023,75.0,75.0,6.117,96.0,64.0,0.08502994,90.0,52.0,203.0,77.0,5.0,19.0,18.0,9.0,96.0,51.0,202.0,69.0,87.79904306220095,3531.43958609948,116.0,122.0,70.0,77.35102976584697,6034.0,-1.883,0.08156
42769820797,3,0 days 07:59:00,14,9,2023,75.0,75.0,5.433,87.0,66.0,0.082304527,91.0,54.0,206.0,81.0,4.0,29.0,29.0,4.0,87.0,39.0,183.0,56.0,89.31506849315069,3651.197741964942,126.0,87.0,61.0,75.3207584262957,9348.0,-2.567,0.07244
42758116418,2,0 days 07:04:00,13,9,2023,80.0,80.0,6.933,74.0,66.0,0.093376764,94.0,56.0,196.0,80.0,2.0,26.0,21.0,9.0,74.0,45.0,256.0,86.0,90.23861171366592,7829.395484953018,152.0,165.0,98.0,62.21809744779582,8488.0,-1.0670000000000002,0.0866625
42746366032,1,0 days 06:48:00,12,9,2023,77.0,77.0,5.85,78.0,66.0,0.094871795,98.0,58.0,197.0,80.0,3.0,26.0,19.0,10.0,78.0,46.0,194.0,79.0,88.41309823677582,9565.710692496945,222.0,126.0,81.0,81.81818181818181,14131.0,-2.1500000000000004,0.07597402597402597
42733939104,0,0 days 08:50:00,11,9,2023,84.0,84.0,7.25,107.0,69.0,0.080530071,95.0,57.0,189.0,71.0,4.0,31.0,29.0,10.0,107.0,61.0,221.0,107.0,87.70161290322581,6978.871221248952,126.0,28.0,28.0,80.45596258768511,10994.0,-0.75,0.08630952380952381
42723231204,6,0 days 09:58:30,10,9,2023,78.0,78.0,7.033,130.0,66.0,0.085478888,77.0,54.0,177.0,67.0,3.0,30.0,27.0,8.0,131.0,63.0,212.0,79.0,87.01030927835052,3060.2860463730385,52.0,102.0,116.33333333333314,79.78248783877693,4547.0,-0.9669999999999996,0.09016666666666667
42710531649,5,0 days 05:59:00,9,9,2023,68.0,68.0,4.367,67.0,65.0,0.085034014,87.0,68.0,218.0,74.0,2.0,18.0,16.0,5.0,67.0,40.0,136.0,59.0,86.75496688741721,5428.096993196806,283.0,248.0,141.0,93.64732453092424,26136.0,-3.633,0.06422058823529411
42701918866,4,0 days 07:33:00,8,9,2023,74.0,74.0,6.317,87.0,65.0,0.087557604,87.21524177211678,61.47,204.71892456617462,76.24430075480075,3.0,21.0,19.0,4.0,87.0,68.0,218.0,74.0,84.78747203579418,3362.6635410545923,123.0,13.0,13.0,76.22480889506602,9650.0,-1.6829999999999998,0.08536486486486487
42665215194,1,0 days 08:02:00,5,9,2023,73.0,73.0,5.9,69.0,63.0,0.098859316,103.0,63.0,220.0,98.0,1.0,28.0,20.0,10.0,70.0,51.0,205.0,79.0,87.4074074074074,3940.243049611726,188.0,183.0,126.0,87.72195121951219,15608.0,-2.0999999999999996,0.08082191780821918
42654531469,0,0 days 08:57:00,4,9,2023,82.0,82.0,7.983,113.0,63.0,0.083573487,103.0,63.0,218.0,98.0,6.0,40.0,36.0,15.0,113.0,60.0,282.0,84.0,88.86827458256029,2815.420256707096,45.0,50.71428571428567,89.0,74.58026407227241,3958.0,-0.017000000000000348,0.09735365853658536
42639847095,6,0 days 08:48:30,3,9,2023,88.0,88.0,9.417,148.0,62.0,0.1442080378250591,101.0,62.0,216.0,95.0,7.0,39.0,31.0,21.0,148.0,69.0,257.0,160.0,89.1167192429022,2776.91677628,44.0,2.0,2.0,72.18554551772064,4613.0,1.4169999999999998,0.10701136363636364
42632107041,5,0 days 09:01:00,2,9,2023,80.0,80.0,6.717,96.0,63.0,0.079607415,101.0,63.0,216.0,95.0,4.0,24.0,25.0,7.0,97.0,55.0,208.0,98.0,87.99126637554585,3219.863002319826,103.0,14.0,14.0,74.6772063933287,8234.0,-1.2830000000000004,0.0839625
42620366263,4,0 days 07:34:00,1,9,2023,70.0,70.0,5.383,105.0,64.0,0.1065246338215712,101.0,63.0,219.0,97.0,4.0,16.0,21.0,4.0,106.0,59.0,164.0,53.0,84.55497382198953,2691.8622356136043,53.0,10.0,10.0,76.54412786657402,5876.0,-2.617,0.0769
42611827847,3,0 days 09:28:30,31,8,2023,65.0,65.0,4.967,80.0,66.0,0.098039216,102.0,63.0,221.0,100.0,4.0,18.0,20.0,4.0,80.0,61.0,177.0,41.0,83.008356545961,3302.29871209406,98.0,2.0,2.0,80.94058373870743,7877.0,-3.0330000000000004,0.07641538461538461
42599761961,2,0 days 09:54:30,30,8,2023,75.0,75.0,5.533,88.0,66.0,0.084337349,103.0,64.0,223.0,102.0,3.0,25.0,25.0,7.0,88.0,41.0,180.0,64.0,89.00804289544236,2364.5645918793766,15.0,211.0,125.0,79.18207088255733,1565.0,-2.4669999999999996,0.07377333333333334
42586783044,1,0 days 09:02:30,29,8,2023,78.0,78.0,7.917,90.0,66.0,0.1056401074306177,103.0,63.0,220.0,102.0,3.0,32.0,29.0,10.0,90.0,87.0,284.0,101.0,84.51957295373666,3215.2455884562287,180.0,222.0,138.0,76.8273106323836,10017.0,-0.08300000000000018,0.10149999999999999
