sleep_log_entry_id,timestamp,overall_score,revitalization_score,duration_sleep_hours,deep_sleep_in_minutes,resting_heart_rate,restlessness,deep_cycle_thirtyDayAvgMinutes,wake_cycle_thirtyDayAvgMinutes,light_cycle_thirtyDayAvgMinutes,rem_cycle_thirtyDayAvgMinutes,deep_cycle_count,wake_cycle_count,light_cycle_count,rem_cycle_count,deep_cycle_minutes,wake_cycle_minutes,light_cycle_minutes,rem_cycle_minutes,sleep_efficiency,total_calories_kcal,total_move_minutes,heart_points,heart_minutes,avg_heart_rate_bpm,step_count
31164329862,2021-03-03,76.0,76.0,5.717,87.0,69.0,0.073587385,84.0,45.0,202.0,75.0,7.0,20.0,21.0,6.0,87.0,37.0,191.0,65.0,90.26315789473684,1756.0477914167368,27.0,,,,2450.0
31148874792,2021-03-02,74.0,74.0,5.367,82.0,67.0,0.057182706,85.0,45.0,204.0,76.0,2.0,22.0,21.0,6.0,82.0,45.0,181.0,59.0,87.73841961852861,1648.4997943205055,2.0,,,,401.0
31131280886,2021-03-01,72.0,72.0,5.233,84.0,67.0,0.056115108,85.0,46.0,206.0,80.0,3.0,21.0,21.0,6.0,84.0,42.0,186.0,44.0,88.20224719101124,1734.8733084795756,30.0,,,,2488.0
31119115429,2021-02-28,79.0,79.0,6.883,99.0,66.0,0.075612354,83.0,44.0,203.0,79.0,5.0,32.0,29.0,8.0,99.0,60.0,226.0,88.0,87.31501057082453,1648.4998779296875,6.0,,,,610.0
31104410963,2021-02-27,81.0,81.0,7.15,88.0,65.0,0.083937824,82.0,43.0,202.0,72.0,3.0,27.0,24.0,10.0,88.0,53.0,211.0,130.0,89.00414937759335,1794.0122588169056,78.0,24.0,24.0,,7317.0
31091222026,2021-02-26,75.0,75.0,6.033,83.0,65.0,0.051186017,82.0,42.0,201.0,72.0,4.0,19.0,20.0,5.0,83.0,45.0,209.0,70.0,88.94348894348894,1697.808963701392,29.0,5.0,5.0,,2630.0
31078326390,2021-02-25,79.0,79.0,6.067,82.0,65.0,0.074906367,82.0,43.0,202.0,69.0,3.0,20.0,21.0,5.0,82.0,36.0,194.0,88.0,91.0,1648.4998779296875,7.0,,,,628.0
31063403970,2021-02-24,73.0,73.0,5.2,77.0,66.0,0.066273932,83.0,44.0,206.0,74.0,2.0,20.0,22.0,4.0,77.0,43.0,186.0,49.0,87.88732394366198,,1.0,,,,334.0
31047558135,2021-02-23,69.0,69.0,5.817,75.0,63.0,0.0570687418936446,86.0,44.0,199.0,83.0,3.0,20.0,18.0,6.0,75.0,43.0,228.0,46.0,89.03061224489795,1649.0487344214182,2.0,,,,338.0
31031486724,2021-02-22,65.0,65.0,4.083,64.0,63.0,0.054054054,97.0,47.0,230.0,102.0,2.0,10.0,11.0,3.0,64.0,37.0,137.0,44.0,86.87943262411348,1648.4998946617022,,,,,91.0
31019090955,2021-02-21,80.0,80.0,6.933,100.0,62.0,0.085037675,94.0,46.0,238.0,110.0,4.0,34.0,30.0,10.0,100.0,48.0,222.0,94.0,89.65517241379311,11.154334113617772,3.0,,,,469.0
31006447096,2021-02-20,84.0,84.0,7.367,94.0,63.0,0.065911432,0.0,0.0,0.0,0.0,2.0,32.0,29.0,7.0,94.0,46.0,238.0,110.0,90.57377049180327,1047.4719540198982,8.0,,,,833.0
30978454551,2021-02-18,87.0,87.0,8.3,91.0,65.0,0.067131648,83.0,49.0,218.0,83.0,3.0,38.0,37.0,6.0,91.0,75.0,306.0,101.0,86.91099476439791,1652.2211524442057,7.0,,,,721.0
30969030005,2021-02-17,75.0,75.0,5.933,88.0,65.0,0.064436183,83.0,49.0,218.0,83.0,3.0,26.0,25.0,7.0,88.0,51.0,202.0,66.0,87.46928746928747,1679.515067725666,3.0,,,,648.0
30950502942,2021-02-16,79.0,79.0,6.633,84.0,65.0,0.082681564,83.0,49.0,218.0,83.0,3.0,25.0,25.0,8.0,85.0,52.0,209.0,104.0,88.44444444444444,1655.3206474760132,3.0,,,,551.0
30937541919,2021-02-15,83.0,83.0,7.067,103.0,66.0,0.062039958,82.0,49.0,219.0,82.0,3.0,28.0,24.0,9.0,104.0,51.0,207.0,113.0,89.26315789473685,1654.7615138597698,6.0,,,,594.0
30923934124,2021-02-14,80.0,80.0,6.833,78.0,66.0,0.071811361,82.0,49.0,218.0,81.0,4.0,30.0,29.0,8.0,78.0,56.0,238.0,94.0,87.98283261802575,1690.601011647842,3.0,,,,973.0
30911675659,2021-02-13,82.0,82.0,6.883,90.0,67.0,0.067027027,82.0,49.0,218.0,80.0,2.0,25.0,24.0,5.0,90.0,51.0,224.0,99.0,89.00862068965517,1664.6661121204709,5.0,,,,516.0
30895803935,2021-02-12,78.0,78.0,6.383,88.0,68.0,0.075,82.0,48.0,218.0,80.0,3.0,27.0,25.0,8.0,89.0,60.0,211.0,83.0,86.45598194130926,1652.945730136899,,,,,110.0
30883127736,2021-02-11,67.0,67.0,5.117,79.0,66.0,0.058906031,82.0,48.0,220.0,82.0,3.0,21.0,24.0,4.0,80.0,51.0,189.0,38.0,85.75418994413407,1648.4997925251712,3.0,,,,372.0
30867907027,2021-02-10,79.0,79.0,5.35,76.0,67.0,0.049780381,82.0,49.0,223.0,82.0,2.0,17.0,14.0,9.0,76.0,38.0,154.0,91.0,89.41504178272982,1439.3677294354543,43.0,10.0,10.0,,3818.0
30852096171,2021-02-09,72.0,72.0,5.95,55.0,67.0,0.09035409,83.0,48.0,221.0,83.0,4.0,24.0,22.0,9.0,55.0,52.0,248.0,54.0,87.28606356968214,1648.4998779296875,3.0,,,,379.0
30839424164,2021-02-08,80.0,80.0,6.383,84.0,67.0,0.077738516,83.0,49.0,222.0,83.0,5.0,27.0,23.0,8.0,85.0,42.0,219.0,79.0,90.11764705882352,,8.0,,,,869.0
30827301426,2021-02-07,72.0,72.0,6.217,56.0,66.0,0.1038062283737024,85.0,48.0,220.0,84.0,2.0,41.0,35.0,8.0,56.0,60.0,254.0,63.0,86.14318706697459,1629.426330540039,1.0,,,,421.0
30813159460,2021-02-06,81.0,81.0,6.733,92.0,65.0,0.091108672,84.0,48.0,221.0,83.0,5.0,28.0,29.0,10.0,92.0,51.0,203.0,109.0,88.79120879120879,1653.7655330948028,15.0,8.0,8.0,,1654.0
30799679351,2021-02-05,81.0,81.0,6.15,68.0,65.0,0.0593434343434343,85.0,48.0,222.0,82.0,2.0,22.0,21.0,8.0,68.0,45.0,204.0,97.0,89.13043478260869,1648.4998315195116,,,,,212.0
30785764172,2021-02-04,75.0,75.0,6.533,70.0,65.0,0.072142064,86.0,47.0,220.0,82.0,3.0,19.0,20.0,5.0,70.0,58.0,244.0,78.0,87.1111111111111,1484.969168951896,1.0,,,,346.0
30768616658,2021-02-03,81.0,81.0,6.15,93.0,65.0,0.0591861898890258,86.0,48.0,223.0,82.0,5.0,24.0,22.0,7.0,94.0,43.0,186.0,89.0,89.56310679611651,1662.5747469529513,3.0,,,,581.0
30753355537,2021-02-02,76.0,76.0,6.483,100.0,65.0,0.073115861,85.0,47.0,223.0,83.0,3.0,25.0,24.0,4.0,100.0,55.0,220.0,69.0,87.61261261261262,1689.9750557567338,2.0,,,,435.0
30737569619,2021-02-01,77.0,77.0,5.883,67.0,66.0,0.054193548,86.0,48.0,223.0,85.0,4.0,15.0,17.0,4.0,67.0,40.0,224.0,62.0,89.82188295165395,1657.9053248900914,1.0,,,,326.0
30726466005,2021-01-31,83.0,83.0,7.4,80.0,66.0,0.1093279839518555,87.0,47.0,221.0,81.0,5.0,24.0,28.0,9.0,80.0,54.0,242.0,122.0,89.1566265060241,1652.9611308470414,14.0,,,,1303.0
30712060988,2021-01-30,83.0,83.0,7.833,91.0,67.0,0.061032864,86.0,45.0,214.0,81.0,5.0,34.0,33.0,9.0,91.0,68.0,293.0,86.0,87.36059479553904,1648.4998779296875,10.0,,,,787.0
30698739693,2021-01-29,82.0,82.0,6.35,87.0,67.0,0.0565583634175691,86.0,46.0,216.0,79.0,3.0,24.0,23.0,8.0,88.0,34.0,197.0,96.0,91.80722891566263,,1.0,,,,237.0
30681818521,2021-01-28,71.0,71.0,4.783,42.0,67.0,0.054773082942097,92.0,48.0,219.0,82.0,4.0,13.0,16.0,2.0,42.0,38.0,190.0,55.0,88.3076923076923,997.7880432937212,10.0,,,,1159.0
30670051466,2021-01-27,74.0,74.0,5.367,74.0,67.0,0.055634807,94.0,50.0,221.0,87.0,3.0,22.0,21.0,6.0,74.0,32.0,204.0,44.0,90.96045197740112,1694.3413122954855,24.0,5.0,5.0,,2650.0
30655055943,2021-01-26,78.0,78.0,5.767,77.0,64.0,0.056603774,97.0,53.0,226.0,90.0,2.0,19.0,18.0,7.0,78.0,29.0,194.0,74.0,92.26666666666668,1648.499938079353,2.0,,,,409.0
30637643868,2021-01-25,80.0,80.0,7.183,79.0,65.0,0.097683787,100.0,51.0,216.0,92.0,3.0,30.0,32.0,8.0,79.0,65.0,276.0,76.0,86.89516129032258,1223.210702514943,2.0,,,,394.0
30625536567,2021-01-24,81.0,81.0,7.083,77.0,65.0,0.076843198,106.0,49.0,213.0,85.0,4.0,28.0,22.0,12.0,77.0,59.0,228.0,120.0,87.80991735537191,1652.0098446920451,3.0,,,,460.0
30612458857,2021-01-23,76.0,76.0,7.117,91.0,65.0,0.1025380710659898,111.0,43.0,194.0,91.0,5.0,34.0,29.0,10.0,91.0,65.0,267.0,69.0,86.78861788617887,1660.0523420331738,3.0,,,,496.0
30597636089,2021-01-22,80.0,80.0,5.7,108.0,65.0,0.079470199,113.0,48.0,233.0,78.0,4.0,20.0,13.0,11.0,109.0,35.0,117.0,116.0,90.71618037135278,1648.4998779296875,2.0,,,,323.0
30582256204,2021-01-21,82.0,82.0,6.967,110.0,66.0,0.0472610096670247,114.0,48.0,240.0,75.0,6.0,24.0,25.0,5.0,111.0,47.0,226.0,81.0,89.89247311827957,,4.0,,,,661.0
30565062053,2021-01-20,82.0,82.0,7.15,114.0,66.0,0.069915254,93.0,56.0,223.0,91.0,6.0,25.0,26.0,7.0,114.0,48.0,240.0,75.0,89.937106918239,,4.0,,,,495.0
30565062053,2021-01-20,82.0,82.0,7.15,114.0,66.0,0.069915254,0.0,0.0,0.0,0.0,6.0,25.0,26.0,7.0,114.0,48.0,240.0,75.0,89.937106918239,,4.0,,,,495.0
30550518944,2021-01-19,72.0,72.0,5.4,78.0,65.0,0.080536913,93.0,56.0,226.0,91.0,3.0,24.0,19.0,11.0,78.0,48.0,150.0,96.0,87.09677419354838,1047.4964606507222,2.0,,,,376.0
30538229961,2021-01-18,80.0,80.0,7.667,107.0,66.0,0.093896714,93.0,55.0,224.0,91.0,5.0,31.0,28.0,8.0,107.0,73.0,268.0,85.0,86.30393996247655,1696.4703793624835,21.0,5.0,5.0,,2046.0
30524389806,2021-01-17,76.0,76.0,5.767,75.0,64.0,0.066577896,93.0,56.0,226.0,91.0,4.0,23.0,24.0,6.0,75.0,29.0,174.0,97.0,92.26666666666668,1652.627814543404,2.0,,,,491.0
30511452551,2021-01-16,80.0,80.0,6.25,96.0,62.0,0.047852761,93.0,57.0,228.0,90.0,4.0,26.0,25.0,7.0,96.0,45.0,179.0,100.0,89.28571428571429,1657.5315101353835,1.0,,,,200.0
30494470872,2021-01-15,83.0,83.0,6.65,78.0,62.0,0.045191194,94.0,58.0,228.0,90.0,2.0,20.0,15.0,11.0,78.0,32.0,227.0,94.0,92.5754060324826,1659.126045241997,8.0,,,,603.0
30478826592,2021-01-14,76.0,76.0,6.45,98.0,62.0,0.059594756,94.0,59.0,229.0,91.0,5.0,25.0,20.0,7.0,98.0,37.0,223.0,66.0,91.27358490566036,1648.4998779296875,,,,,86.0
30460905587,2021-01-13,67.0,67.0,4.95,63.0,63.0,0.091298146,95.0,59.0,232.0,92.0,3.0,15.0,13.0,6.0,64.0,53.0,161.0,72.0,84.85714285714285,1050.2342387087815,2.0,,,,411.0
30446211161,2021-01-12,75.0,75.0,6.65,103.0,63.0,0.082519001,95.0,59.0,232.0,94.0,3.0,26.0,22.0,6.0,103.0,61.0,233.0,63.0,86.73913043478261,1648.4998779296875,2.0,,,,342.0
30429952968,2021-01-11,78.0,78.0,6.1,82.0,63.0,0.0675,96.0,60.0,233.0,94.0,3.0,24.0,23.0,8.0,82.0,38.0,197.0,87.0,90.5940594059406,918.9391180986364,1.0,,,,263.0
30418378113,2021-01-10,89.0,89.0,8.483,132.0,64.0,0.079497908,94.0,59.0,233.0,92.0,5.0,37.0,34.0,10.0,132.0,88.0,246.0,131.0,85.25963149078727,2035.995725985846,7.0,,,,677.0
30403275247,2021-01-09,90.0,90.0,9.433,111.0,64.0,0.059157212,93.0,59.0,227.0,90.0,6.0,38.0,34.0,11.0,111.0,60.0,332.0,123.0,90.41533546325878,1648.4999605177354,1.0,,,,151.0
30389233742,2021-01-08,77.0,77.0,6.1,78.0,63.0,0.080239521,93.0,59.0,228.0,91.0,4.0,23.0,23.0,8.0,79.0,51.0,204.0,83.0,87.76978417266187,1648.4999605177354,,,,,119.0
30373303185,2021-01-07,75.0,75.0,5.267,69.0,64.0,0.080394922,95.0,61.0,232.0,91.0,3.0,15.0,17.0,7.0,69.0,38.0,168.0,79.0,89.26553672316385,1612.867673312419,,,,,302.0
30363405986,2021-01-06,75.0,75.0,5.917,72.0,63.0,0.075757576,97.0,61.0,234.0,93.0,3.0,19.0,16.0,7.0,72.0,48.0,213.0,70.0,88.08933002481389,1673.8466659093033,2.0,,,,359.0
30344498414,2021-01-05,83.0,83.0,9.017,130.0,64.0,0.1225604996096799,94.0,59.0,227.0,94.0,5.0,43.0,44.0,9.0,131.0,99.0,327.0,83.0,84.53125,1648.4998542624069,2.0,,,,507.0
30333375179,2021-01-04,69.0,69.0,5.367,100.0,64.0,0.073235686,94.0,59.0,232.0,96.0,3.0,22.0,21.0,7.0,100.0,53.0,162.0,60.0,85.86666666666667,1648.4998541143273,1.0,,,,395.0
30320442078,2021-01-03,75.0,75.0,5.467,71.0,64.0,0.088195387,95.0,60.0,237.0,98.0,3.0,21.0,19.0,8.0,72.0,49.0,177.0,79.0,87.0026525198939,1648.4998189588953,2.0,,,,524.0
30309444795,2021-01-02,85.0,85.0,7.45,106.0,64.0,0.075268817,94.0,60.0,237.0,97.0,2.0,29.0,25.0,11.0,107.0,64.0,233.0,107.0,87.47553816046967,1729.8861763159507,52.0,9.0,9.0,,4600.0
30295631062,2021-01-01,80.0,80.0,7.217,86.0,64.0,0.065411298,95.0,58.0,234.0,99.0,2.0,33.0,30.0,9.0,86.0,75.0,268.0,79.0,85.23622047244095,1664.8304465624135,3.0,,,,382.0
30283079395,2020-12-31,85.0,85.0,7.417,90.0,63.0,0.069574247,96.0,59.0,234.0,96.0,4.0,23.0,24.0,6.0,91.0,48.0,231.0,123.0,90.26369168356996,1653.5715676472855,11.0,,,,1060.0
30267559294,2020-12-30,82.0,82.0,7.85,105.0,63.0,0.075771749,94.0,58.0,229.0,97.0,4.0,37.0,35.0,9.0,105.0,66.0,274.0,92.0,87.70949720670392,1735.015227932853,30.0,21.0,21.0,,1042.0
30251639306,2020-12-29,71.0,71.0,5.65,79.0,62.0,0.081885856,97.0,57.0,236.0,101.0,4.0,25.0,26.0,8.0,80.0,65.0,186.0,73.0,83.9108910891089,1650.0028291504227,1.0,,,,188.0
30239571679,2020-12-28,77.0,77.0,6.933,82.0,62.0,0.0600858369098712,100.0,56.0,231.0,106.0,2.0,28.0,26.0,6.0,82.0,60.0,262.0,72.0,87.39495798319328,1648.4998161958597,1.0,,,,179.0
30225363668,2020-12-27,82.0,82.0,7.233,121.0,62.0,0.077457795,95.0,52.0,234.0,109.0,4.0,37.0,33.0,11.0,121.0,74.0,219.0,94.0,85.43307086614173,1648.4998161958597,1.0,,,,379.0
30212825460,2020-12-26,88.0,88.0,8.283,128.0,61.0,0.07277628,83.0,49.0,242.0,92.0,5.0,31.0,26.0,13.0,129.0,59.0,207.0,161.0,89.38848920863309,1561.7647494984246,6.0,,,,556.0
30199068508,2020-12-25,80.0,80.0,6.6,89.0,60.0,0.088028169,80.0,56.0,257.0,92.0,3.0,21.0,20.0,8.0,90.0,37.0,214.0,92.0,91.45496535796768,1648.4998727384286,12.0,,,,1410.0
30189299660,2020-12-24,84.0,84.0,7.167,61.0,62.0,0.080797482,98.0,65.0,252.0,76.0,2.0,29.0,24.0,9.0,61.0,46.0,261.0,108.0,90.33613445378153,1648.499819625989,3.0,,,,327.0
30181046017,2020-12-23,81.0,81.0,7.1,98.0,62.0,0.075550892,0.0,0.0,0.0,0.0,5.0,29.0,32.0,8.0,98.0,65.0,252.0,76.0,86.76171079429736,1648.4998275816838,6.0,,,,695.0
32132,2022-02-11,,,1.817,,,,,,,,,,,,,,,,,1648.4997446994748,,,,75.53122782114976,641.0
499828,2022-02-20,,,1.575,,,,,,,,,,,,,,,,,1636.8229500612033,,,,67.14066951566952,2309.0
290893,2022-02-27,,,8.833,,,,,,,,,,,,,,,,,1785.624872175069,,,,95.03961456102785,
538485,2022-03-05,,,4.4,,,,,,,,,,,,,,,,,1785.6248843816068,,,,103.45801526717555,
520421,2022-03-12,,,6.533,,,,,,,,,,,,,,,,,1785.625025325303,,,,86.3575293056808,
422840,2022-03-13,,,1.467,,,,,,,,,,,,,,,,,1660.898791622312,,,,71.85480427046264,1253.0
456075,2022-03-24,,,1.6,,,,,,,,,,,,,,,,,1785.6249365524243,,,,84.31485587583148,
358979,2022-03-25,,,6.967,,,,,,,,,,,,,,,,,460.8529732225795,,,,85.37981744421907,4.0
953529,2022-03-28,,,6.45,,,,,,,,,,,,,,,,,1066.4149100935465,,,,74.93206720233748,249.0
668109,2022-04-03,,,1.117,,,,,,,,,,,,,,,,,,,,,105.15594855305466,
936584,2022-04-25,,,6.533,,,,,,,,,,,,,,,,,1785.6249025931274,,,,64.06979405034325,95.0
393129,2022-04-26,,,4.975,,,,,,,,,,,,,,,,,1785.6248493630587,,,,73.40467877094972,504.0
380217,2022-04-28,,,7.433,,,,,,,,,,,,,,,,,1785.6249437994434,,,,80.26302988186241,113.0
539297,2022-04-29,,,11.475,,,,,,,,,,,,,,,,,1785.6249018960823,,,,81.61153578874219,267.0
678166,2022-04-30,,,9.15,,,,,,,,,,,,,,,,,1785.624936518619,,,,73.06740792216817,303.0
443813,2022-05-01,,,9.108,,,,,,,,,,,,,,,,,1785.6248417205163,,,,73.91104933981931,2135.0
862193,2022-05-02,,,8.167,,,,,,,,,,,,,,,,,1642.4029823205242,,,,77.9131341209173,1930.0
111233,2022-05-03,,,5.542,,,,,,,,,,,,,,,,,1785.6248651355336,,,,75.58443363446838,125.0
56078,2022-05-04,,,7.025,,,,,,,,,,,,,,,,,1785.6248651355336,,,,69.52640722724114,126.0
11774,2022-05-05,,,7.2,,,,,,,,,,,,,,,,,1711.1818004134586,,,,73.83217512161222,142.0
920548,2022-05-06,,,6.192,,,,,,,,,,,,,,,,,1785.6250630040322,,,,75.24287699791522,
168398,2022-05-07,,,6.267,,,,,,,,,,,,,,,,,1785.6250577536962,,,,75.35684503127172,413.0
707441,2022-05-08,,,8.433,,,,,,,,,,,,,,,,,1636.8229166666663,,,,73.13759555246699,1128.0
680646,2022-05-09,,,2.967,,,,,,,,,,,,,,,,,1785.6249606517638,,,,67.98054204308548,224.0
104817,2022-05-10,,,7.675,,,,,,,,,,,,,,,,,502.32149445017257,,,,88.272063933287,86.0
628656,2022-05-11,,,8.95,,,,,,,,,,,,,,,,,,,,,72.47081306462822,231.0
722169,2022-05-12,,,8.867,,,,,,,,,,,,,,,,,,,,,72.28908964558721,147.0
58504,2022-05-13,,,7.85,,,,,,,,,,,,,,,,,1785.6250700687858,,,,74.20396108408617,96.0
532704,2022-05-14,,,10.375,,,,,,,,,,,,,,,,,1785.6250622000507,,,,79.06532314107018,911.0
497776,2022-05-15,,,8.625,,,,,,,,,,,,,,,,,1785.6249776442082,,,,75.38464211257818,2760.0
945574,2022-05-16,,,7.65,,,,,,,,,,,,,,,,,1648.6029433925728,,,,76.03092425295344,2271.0
92428,2022-05-17,,,8.5,,,,,,,,,,,,,,,,,1785.6248372395833,,,,79.04968728283531,706.0
552641,2022-05-18,,,8.033,,,,,,,,,,,,,,,,,1785.6248372395833,,,,76.95795691452398,1455.0
634346,2022-05-19,,,7.475,,,,,,,,,,,,,,,,,1785.624838155809,,,,76.18102849200834,463.0
252045,2022-05-20,,,8.417,,,,,,,,,,,,,,,,,1785.6248491795366,,,,80.92633773453787,949.0
985588,2022-05-21,,,8.333,,,,,,,,,,,,,,,,,1785.624895509951,,,,90.07088255733149,1094.0
439191,2022-05-21,,,10.642,,,,,,,,,,,,,,,,,1785.624895509951,,,,90.07088255733149,1094.0
748563,2022-05-22,,,8.433,,,,,,,,,,,,,,,,,1785.6249503407143,,,,77.72202918693537,2387.0
419012,2022-05-23,,,7.925,,,,,,,,,,,,,,,,,1785.6248824893055,,,,76.94510076441973,1703.0
734397,2022-05-24,,,9.392,,,,,,,,,,,,,,,,,1785.6249186458824,,,,77.13446838082001,1092.0
601403,2022-05-25,,,7.558,,,,,,,,,,,,,,,,,801.6712239583334,,,,78.32105628908964,587.0
568322,2022-05-26,,,8.033,,,,,,,,,,,,,,,,,,,,,74.24617524339361,
793782,2022-05-26,,,1.208,,,,,,,,,,,,,,,,,,,,,74.24617524339361,
303959,2022-05-27,,,6.858,,,,,,,,,,,,,,,,,1785.6248456027668,,,,77.83217512161222,809.0
535078,2022-05-27,,,5.883,,,,,,,,,,,,,,,,,1785.6248456027668,,,,77.83217512161222,809.0
288365,2022-05-28,,,8.917,,,,,,,,,,,,,,,,,1785.624843572886,,,,71.64311334289813,624.0
735319,2022-05-29,,,8.325,,,,,,,,,,,,,,,,,1785.6248653508023,,,,77.58587650816182,1270.0
866697,2022-05-30,,,7.075,,,,,,,,,,,,,,,,,891.5724826388889,,,,74.00105633802816,299.0
297984,2022-05-31,,,7.9,,,,,,,,,,,,,,,,,1785.6251120392944,,,,73.7439193884642,
172925,2022-06-01,,,8.15,,,,,,,,,,,,,,,,,1785.6251001837345,,,,77.93537178596247,2636.0
479876,2022-06-02,,,7.517,,,,,,,,,,,,,,,,,1785.624984136794,,,,79.33669214732453,1284.0
685751,2022-06-03,,,7.775,,,,,,,,,,,,,,,,,1785.6250239280243,,,,75.02084781097984,
586501,2022-06-04,,,4.717,,,,,,,,,,,,,,,,,1785.6250154746203,,,,77.42425295343989,92.0
174511,2022-06-04,,,6.658,,,,,,,,,,,,,,,,,1785.6250154746203,,,,77.42425295343989,92.0
952545,2022-06-05,,,9.308,,,,,,,,,,,,,,,,,1785.6249185349325,,,,79.4104320337197,
667953,2022-06-06,,,4.95,,,,,,,,,,,,,,,,,1785.624911839927,,,,77.14975369458128,317.0
128290,2022-06-07,,,8.008,,,,,,,,,,,,,,,,,1785.6248449849877,,,,83.29316678912565,447.0
147997,2022-06-08,,,7.217,,,,,,,,,,,,,,,,,1377.0391902238098,9.0,,,73.1462962962963,652.0
448679,2022-06-12,,,7.792,,,,,,,,,,,,,,,,,1785.6248669574416,24.0,,,76.95707070707071,2704.0
308545,2022-06-13,,,8.233,,,,,,,,,,,,,,,,,1785.6248669574416,2.0,,,76.64350243224462,349.0
105009,2022-06-14,,,8.125,,,,,,,,,,,,,,,,,643.5482955114326,,,,65.4,74.0
41025,2022-06-16,,,6.308,,,,,,,,,,,,,,,,,,1.0,,,75.67407922168172,185.0
120142,2022-06-17,,,6.675,,,,,,,,,,,,,,,,,,14.0,,,89.3307852675469,1392.0
398669,2022-06-18,,,6.233,,,,,,,,,,,,,,,,,1785.6249811856076,4.0,,,78.84155663655316,551.0
925089,2022-06-19,,,6.85,,,,,,,,,,,,,,,,,1785.6249811856076,14.0,,,79.18137595552467,1897.0
436431,2022-06-20,,,7.658,,,,,,,,,,,,,,,,,1039.450793316199,29.0,19.0,19.0,79.77410817697475,1458.0
719800,2022-06-21,,,12.817,,,,,,,,,,,,,,,,,,7.0,,,82.94093120222377,684.0
867423,2022-06-22,,,14.617,,,,,,,,,,,,,,,,,,2.0,,,89.58895066018069,258.0
43368,2022-06-23,,,8.75,,,,,,,,,,,,,,,,,,1.0,,,76.44651442307692,284.0
944996,2022-06-23,,,8.067,,,,,,,,,,,,,,,,,,1.0,,,76.44651442307692,284.0
662269,2022-06-24,,,8.575,,,,,,,,,,,,,,,,,,16.0,,,71.166017147311,1908.0
641614,2022-06-25,,,8.808,,,,,,,,,,,,,,,,,,4.0,,,71.7085020242915,655.0
287762,2022-06-25,,,1.942,,,,,,,,,,,,,,,,,,4.0,,,71.7085020242915,655.0
793904,2022-06-27,,,7.7,,,,,,,,,,,,,,,,,,9.0,,,72.81101068200493,1049.0
630003,2022-06-28,,,6.592,,,,,,,,,,,,,,,,,1785.625005687735,26.0,,,74.74183460736623,3060.0
223688,2022-06-29,,,8.35,,,,,,,,,,,,,,,,,1148.1733820669292,51.0,58.0,39.0,87.63278068644561,5297.0
89497,2022-06-30,,,2.208,,,,,,,,,,,,,,,,,,2.0,,,81.5360824742268,250.0
85834,2022-07-01,,,5.917,,,,,,,,,,,,,,,,,,4.0,,,79.98605150214593,528.0
931089,2022-07-02,,,9.883,,,,,,,,,,,,,,,,,,12.0,,,76.80750521195274,1608.0
66837,2022-07-03,,,6.883,,,,,,,,,,,,,,,,,,2.0,,,83.48505906879778,580.0
428533,2022-07-04,,,5.525,,,,,,,,,,,,,,,,,1785.624859539255,10.0,,,73.726893676164,1126.0
229218,2022-07-05,,,6.883,,,,,,,,,,,,,,,,,1785.624859539255,,,,71.14037526059764,171.0
57552,2022-07-06,,,5.717,,,,,,,,,,,,,,,,,1785.6248831356545,9.0,,,79.4312022237665,814.0
214191,2022-07-07,,,6.35,,,,,,,,,,,,,,,,,1785.624896193197,6.0,,,74.49583043780403,548.0
150402,2022-07-08,,,5.717,,,,,,,,,,,,,,,,,1785.6248960253986,14.0,,,72.12300208478109,1360.0
533657,2022-07-09,,,7.55,,,,,,,,,,,,,,,,,1785.6248907036934,14.0,,,73.76349809885932,1345.0
392453,2023-06-27,,,5.117,,,,,,,,,,,,,,,,,2658.9571117262067,75.0,19.0,19.0,77.12126476719945,7618.0
548972,2023-06-28,,,4.467,,,,,,,,,,,,,,,,,2823.1227435402325,102.0,25.0,25.0,74.40722724113968,9483.0
940842,2023-06-28,,,4.117,,,,,,,,,,,,,,,,,2823.1227435402325,102.0,25.0,25.0,74.40722724113968,9483.0
31384,2023-06-29,,,8.617,,,,,,,,,,,,,,,,,3425.6961312166004,157.0,55.0,55.0,77.10736622654622,13735.0
345377,2023-06-30,,,5.983,,,,,,,,,,,,,,,,,3245.442145291687,154.0,10.0,10.0,80.98575399583044,11417.0
804004,2023-07-01,,,3.283,,,,,,,,,,,,,,,,,4551.10492806622,351.0,85.0,85.0,85.06219596942321,30180.0
913722,2023-07-02,,,8.883,,,,,,,,,,,,,,,,,3097.457620921262,104.0,34.0,34.0,75.7505211952745,8753.0
784536,2023-07-02,,,2.433,,,,,,,,,,,,,,,,,3097.457620921262,104.0,34.0,34.0,75.7505211952745,8753.0
752655,2023-07-03,,,8.883,,,,,,,,,,,,,,,,,2043.5130627390145,30.0,11.0,11.0,74.0900233826968,2951.0
243381,2023-07-24,,,4.933,,,,,,,,,,,,,,,,,3281.349581874454,121.0,18.0,18.0,77.70118137595553,10704.0
371071,2023-07-25,,,7.817,,,,,,,,,,,,,,,,,3088.7927214582646,179.0,198.0,125.0,82.45413481584434,10347.0
279740,2023-07-25,,,4.65,,,,,,,,,,,,,,,,,3088.7927214582646,179.0,198.0,125.0,82.45413481584434,10347.0
95490,2023-07-26,,,8.75,,,,,,,,,,,,,,,,,3062.559849828815,181.0,198.0,123.0,75.20396108408617,10312.0
